"Image","Title","Sales Rank: Current","Reviews: Rating","Buy Box: Current","Buy Box: Stock","Amazon: Current","Amazon: Stock","New: Current","List Price: Current","Categories: Tree","Website Display Group: Name","ASIN","Product Codes: EAN","Brand","Author"
"https://m.media-amazon.com/images/I/31W-x7OpW-L.jpg;https://m.media-amazon.com/images/I/51bRdz7L+EL.jpg;https://m.media-amazon.com/images/I/41AcsM49OdL.jpg;https://m.media-amazon.com/images/I/41+6vHoLSBL.jpg;https://m.media-amazon.com/images/I/51cN3A54MKL.jpg;https://m.media-amazon.com/images/I/41KyQHq0rmL.jpg;https://m.media-amazon.com/images/I/41XUnWmwgYL.jpg;https://m.media-amazon.com/images/I/31eZb28w2DL.jpg","ASUS Eye Care VY279HF - 27 Zoll Full HD Monitor - 100 Hz, 1ms MPRT, AdaptiveSync - IPS Panel, Vesa 100x100, 16:9, 1920x1080, HDMI","77","4.5","141.90","13","","","141.90","189.90","Computer & Zubehör › Monitore","Computer & Zubehör","B0CMD31ZQF","4711387267042","ASUS",""
"https://m.media-amazon.com/images/I/3170hOmaDKL.jpg;https://m.media-amazon.com/images/I/51mqiKclaxL.jpg;https://m.media-amazon.com/images/I/41xs0krh8JL.jpg;https://m.media-amazon.com/images/I/41gv7hC4kyL.jpg;https://m.media-amazon.com/images/I/511cE4TnsiL.jpg;https://m.media-amazon.com/images/I/411FXh71zvL.jpg;https://m.media-amazon.com/images/I/41kbCDPreiL.jpg;https://m.media-amazon.com/images/I/31bqGyupboL.jpg","ASUS Eye Care VY249HF-W - 24 Zoll Full HD Monitor - 100 Hz, 1ms MPRT, AdaptiveSync - IPS Panel, Vesa 100x100, 16:9, 1920x1080, HDMI, Weiß","81","4.5","107.53","4","107.53","4","107.53","125.21","Computer & Zubehör › Monitore","Computer & Zubehör","B0CMDHMH4W","4711387266700","ASUS",""
"https://m.media-amazon.com/images/I/31w5vUXBLtL.jpg;https://m.media-amazon.com/images/I/31F1wfrXeEL.jpg;https://m.media-amazon.com/images/I/31sw4kOsCxL.jpg;https://m.media-amazon.com/images/I/21i1Pm2tgEL.jpg;https://m.media-amazon.com/images/I/219EWLSmjcL.jpg;https://m.media-amazon.com/images/I/21doIacMyML.jpg","ASUS Eye Care VY279HF-W - 27 Zoll Full HD Monitor - 100 Hz, 1ms MPRT, AdaptiveSync - IPS Panel, Vesa 100x100, 16:9, 1920x1080, HDMI, Weiß","81","4.5","125.49","246","125.49","246","125.49","150.44","Computer & Zubehör › Monitore","Computer & Zubehör","B0DD3VDHHX","4711387552605","ASUS",""
"https://m.media-amazon.com/images/I/41fdQpbmN1L.jpg;https://m.media-amazon.com/images/I/51sFuVcVElL.jpg;https://m.media-amazon.com/images/I/51vXZVbsOFL.jpg;https://m.media-amazon.com/images/I/41ftAMXgdGL.jpg;https://m.media-amazon.com/images/I/514vs1tffLL.jpg;https://m.media-amazon.com/images/I/41XsSJ35zwL.jpg;https://m.media-amazon.com/images/I/41Ell1LD9eL.jpg;https://m.media-amazon.com/images/I/41AzXLquB7L.jpg","ASUS Eye Care VY27UQ - 27 Zoll 4K UHD Monitor - 60 Hz, 5ms GtG, AdaptiveSync, HDR-10, Eye Care Plus Technik, 10-bit IPS Panel, Vesa 100x100, 16:9, 3840x2160, DisplayPort, HDMI, Speaker","81","4.5","199.00","1","199.00","1","199.00","389.90","Computer & Zubehör › Monitore","Computer & Zubehör","B07ML1X6SC","4711387393000","ASUS",""
"https://m.media-amazon.com/images/I/41cx6KPZYyL.jpg;https://m.media-amazon.com/images/I/51xEr5jQGYL.jpg;https://m.media-amazon.com/images/I/41BqE7U2YhL.jpg;https://m.media-amazon.com/images/I/51yeZnFsaKL.jpg;https://m.media-amazon.com/images/I/41cpwEu3qmL.jpg;https://m.media-amazon.com/images/I/41jkzvuL9kL.jpg;https://m.media-amazon.com/images/I/51biK7NW6EL.jpg;https://m.media-amazon.com/images/I/51Kuer4SXDL.jpg;https://m.media-amazon.com/images/I/41-tgdrhi1L.jpg;https://m.media-amazon.com/images/I/31nGh0CVgtL.jpg;https://m.media-amazon.com/images/I/3101Vjs+vYL.jpg","ASUS ROG Strix B850-G Gaming WiFi Mainboard Sockel AMD AM5 (mATX, DDR5 Speicher, 4X M.2, PCIe 5.0, WiFi 7, Aura Sync)","166","4.9","248.59","2","248.59","2","248.59","225.77","Computer & Zubehör › Komponenten & Ersatzteile › Interne Komponenten & Hardware › Mainboards","Computer & Zubehör","B0BSH7KHK5","4711636092265","ASUS",""
"https://m.media-amazon.com/images/I/41NozrkoSDL.jpg","ASUS TUF Gaming VG27WQ3B - 27 Zoll WQHD Curved Monitor - 180 Hz, 1ms GtG, FreeSync, AdaptiveSync, HDR 10 - Fast-VA Panel, 16:9, 2560x1440, DisplayPort, HDMI, Speaker","152","4.5","189.00","1000","189.00","1000","189.00","259.90","Computer & Zubehör › Monitore","Computer & Zubehör","B09KZM4X1L","4711387707784","ASUS",""
"https://m.media-amazon.com/images/I/41z4caWpkWL.jpg;https://m.media-amazon.com/images/I/419uLWvAX+L.jpg;https://m.media-amazon.com/images/I/41ndbRFEYmL.jpg;https://m.media-amazon.com/images/I/41N9KqgdrUL.jpg;https://m.media-amazon.com/images/I/41DDoYqngYL.jpg;https://m.media-amazon.com/images/I/310ZTPKREDL.jpg;https://m.media-amazon.com/images/I/41p58qpVaAL.jpg;https://m.media-amazon.com/images/I/41OvtcC+u4L.jpg;https://m.media-amazon.com/images/I/41ToDOsm6JL.jpg;https://m.media-amazon.com/images/I/31dK1kbiyeL.jpg;https://m.media-amazon.com/images/I/31kD9St5UdL.jpg;https://m.media-amazon.com/images/I/41xKfyObebL.jpg;https://m.media-amazon.com/images/I/313R91U7+xL.jpg","ASUS TUF Gaming VG27AQM1A, 27 Zoll WQHD Monitor, 260 Hz, 1ms GtG, G-Sync, FreeSync, AdaptiveSync, ELMB Sync, DisplayHDR 400, Fast-IPS Panel, 16:9, 2560x1440, USB-Hub, DisplayPort, HDMI, Speaker","178","4.5","298.59","20","","","298.59","328.82","Computer & Zubehör › Monitore","Computer & Zubehör","B0CQ5K4HG5","4711387267004","ASUS",""
"https://m.media-amazon.com/images/I/415-KEcZ6qL.jpg;https://m.media-amazon.com/images/I/41DaGrrOtUL.jpg;https://m.media-amazon.com/images/I/41wzAXWMlOL.jpg;https://m.media-amazon.com/images/I/41wSvvL5JiL.jpg;https://m.media-amazon.com/images/I/31bmO-BINEL.jpg;https://m.media-amazon.com/images/I/31eN7R-+XJL.jpg;https://m.media-amazon.com/images/I/41GgQxT1KGL.jpg;https://m.media-amazon.com/images/I/41RM2P65C8L.jpg;https://m.media-amazon.com/images/I/41w-Zf8ByiL.jpg;https://m.media-amazon.com/images/I/41oNzCeFlbL.jpg;https://m.media-amazon.com/images/I/31S9yb26-7L.jpg;https://m.media-amazon.com/images/I/31ykzzKuMHL.jpg;https://m.media-amazon.com/images/I/315OrmYMHML.jpg","ASUS TUF Gaming VG27AQA1A - 27 Zoll WQHD Monitor - 170 Hz, 1ms MPRT, FreeSync Premium, HDR 10 - VA Panel, 16:9, 2560x1440, DisplayPort, HDMI, Speaker, Schwarz","152","4.3","179.00","159","","","179.00","379.90","Computer & Zubehör › Monitore","Computer & Zubehör","B0BSXBCS3C","4711081907503","ASUS",""
"https://m.media-amazon.com/images/I/41FQ+2RcemL.jpg;https://m.media-amazon.com/images/I/51H0-xuE2DL.jpg;https://m.media-amazon.com/images/I/51LEVUrgfLL.jpg;https://m.media-amazon.com/images/I/41aWDCtJFbL.jpg;https://m.media-amazon.com/images/I/51SF+-fL8JL.jpg;https://m.media-amazon.com/images/I/41-8koWY9WL.jpg;https://m.media-amazon.com/images/I/31ZhrEvPm5L.jpg;https://m.media-amazon.com/images/I/41l7YByJa1L.jpg","ASUS TUF Gaming VG27AQ5A QHD Monitor (27 Zoll, 2560 x 1440, 210Hz (OC), Fast IPS, ELMB Sync, 0,3ms Reaktionszeit, Lautsprecher, HDMI, DisplayPort, Gaming AI)","152","4.3","186.90","1000","186.90","1000","186.90","289.90","Computer & Zubehör › Monitore","Computer & Zubehör","B0F8NQVCKS","4711387906835","ASUS",""
"https://m.media-amazon.com/images/I/41JqwlDXq9L.jpg;https://m.media-amazon.com/images/I/41ZB+XotOGL.jpg;https://m.media-amazon.com/images/I/41vxFuGkvXL.jpg;https://m.media-amazon.com/images/I/319m1CytBrL.jpg;https://m.media-amazon.com/images/I/2136Gkb3EAL.jpg","ASUS TUF Gaming VG27AQML1A-W - 27 Zoll WQHD Monitor - 260 Hz, 1ms GtG, G-Sync, FreeSync, Adaptive Sync, ELMB, DisplayHDR 400 - Fast-IPS Panel, 16:9, 2560x1440, USB-Hub, DP, HDMI, Ergo., Speaker, Weiß","152","4.4","308.79","4","308.79","4","308.79","419.87","Computer & Zubehör › Monitore","Computer & Zubehör","B09T9PRSFW","0197105523616, 4711387523612","ASUS",""
